City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,waitangi,-43.9535,-176.5597,9.9,86,100,4.92,NZ,1686684550
1,iqaluit,63.7506,-68.5145,5.85,52,75,6.17,CA,1686684550
2,karratha,-20.7377,116.8463,19.91,39,0,4.33,AU,1686684550
3,port-aux-francais,-49.35,70.2167,5.37,96,84,9.08,TF,1686684550
4,howrah,22.5892,88.3103,31.0,84,40,4.12,IN,1686684550
5,katsuren-haebaru,26.3369,127.8719,26.01,100,20,3.09,JP,1686684551
6,olonkinbyen,70.9221,-8.7187,2.85,90,9,12.09,SJ,1686684320
7,lebu,-37.6167,-73.65,12.19,60,100,5.28,CL,1686684551
8,manta,-0.95,-80.7333,29.88,89,40,8.05,EC,1686684551
9,wailua homesteads,22.0669,-159.378,26.24,87,100,8.23,US,1686684551
10,kailua-kona,19.6406,-155.9956,27.98,83,20,7.2,US,1686684551
11,bikenibeu village,1.3673,173.1241,28.98,84,40,3.09,KI,1686684552
12,albany,42.6001,-73.9662,23.21,60,100,0.45,US,1686684552
13,callao,-12.0667,-77.15,22.16,68,75,5.14,PE,1686684552
14,adamstown,-25.066,-130.1015,20.89,62,29,1.2,PN,1686684552
15,tokonou,9.65,-9.7833,22.27,94,100,2.28,GN,1686684552
16,blackmans bay,-43.0167,147.3167,4.85,93,77,1.77,AU,1686684552
17,saipan,15.1355,145.701,28.39,100,40,3.6,MP,1686684552
18,bilibino,68.0546,166.4372,-0.14,72,100,8.28,RU,1686684553
19,irati,-25.4672,-50.6511,8.98,99,100,2.03,BR,1686684553
20,edinburgh of the seven seas,-37.0676,-12.3116,15.16,94,100,4.8,SH,1686684320
21,margaret river,-33.95,115.0667,13.92,71,35,5.9,AU,1686684533
22,erenhot,43.6475,111.9767,23.86,19,98,4.11,CN,1686684553
23,kodiak,57.79,-152.4072,11.73,54,0,3.6,US,1686684553
24,port elizabeth,-33.918,25.5701,18.39,58,0,5.14,ZA,1686684553
25,celanova,42.153,-7.9551,19.33,89,32,2.29,ES,1686684554
26,bethel,41.3712,-73.414,24.38,70,100,3.09,US,1686684255
27,grytviken,-54.2811,-36.5092,-5.81,82,16,4.95,GS,1686684554
28,klyuchi,52.2667,79.1667,10.36,88,2,3.17,RU,1686684554
29,yamba,-5.9,22.3,23.79,70,10,0.24,CD,1686684554
30,tiksi,71.6872,128.8694,0.36,94,100,1.65,RU,1686684554
31,namdrik,5.5994,168.1028,28.03,80,93,7.52,MH,1686684554
32,utrik,11.2278,169.8474,27.69,83,100,8.95,MH,1686684555
33,joshimath,30.5667,79.5667,20.05,74,96,0.55,IN,1686684555
34,badger,64.8,-147.5333,15.28,55,40,1.54,US,1686684555
35,sarmiento,-45.5882,-69.07,7.25,40,21,2.11,AR,1686684555
36,colonia,50.9333,6.95,26.36,34,0,2.06,DE,1686684260
37,udachny,66.4167,112.4,13.03,34,73,1.99,RU,1686684555
38,yellowknife,62.456,-114.3525,14.29,62,75,4.63,CA,1686684555
39,mata-utu,-13.2816,-176.1745,27.69,77,100,5.7,WF,1686684556
40,khromtau,50.2503,58.4347,16.3,47,100,7.83,KZ,1686684556
41,whitehorse,60.7161,-135.0538,13.94,43,75,2.06,CA,1686684155
42,neryungri,56.6709,124.6491,-0.66,91,12,1.18,RU,1686684556
43,alma,48.5501,-71.6491,27.83,46,100,4.13,CA,1686684556
44,taoudenni,22.6783,-3.9836,39.55,10,0,3.57,ML,1686684556
45,atafu village,-8.5421,-172.5159,28.23,76,7,5.04,TK,1686684556
46,enewetak,11.3474,162.3373,27.61,81,68,8.84,MH,1686684556
47,chhabra,24.6667,76.8333,34.94,33,2,7.2,IN,1686684557
48,yeppoon,-23.1333,150.7333,14.88,87,7,1.24,AU,1686684557
49,karacabey,40.2152,28.4038,18.21,82,98,3.5,TR,1686684261
50,port douglas,-16.4833,145.4667,21.32,86,35,1.85,AU,1686684557
51,puerto deseado,-47.7503,-65.8938,7.41,61,25,5.26,AR,1686684557
52,benguela,-12.5763,13.4055,20.12,89,41,2.45,AO,1686684557
53,talnakh,69.4865,88.3972,1.23,87,100,3.31,RU,1686684557
54,fortuna,40.5982,-124.1573,18.29,86,75,2.57,US,1686684557
55,ushuaia,-54.8,-68.3,3.79,75,0,2.57,AR,1686684551
56,invercargill,-46.4,168.35,4.78,91,23,2.45,NZ,1686684558
57,ranibennur,14.6167,75.6167,24.45,78,37,5.74,IN,1686684559
58,petrovsk,52.3064,45.3917,14.66,77,100,6.33,RU,1686684559
59,lompoc,34.6391,-120.4579,24.83,74,75,3.13,US,1686684559
60,mukalla,14.5425,49.1242,32.6,69,100,3.42,YE,1686684559
61,zaozersk,69.4005,32.4476,6.98,64,100,9.47,RU,1686684559
62,copala,16.65,-98.9833,33.68,55,48,4.86,MX,1686684560
63,arkhara,49.4212,130.0842,16.82,98,100,0.86,RU,1686684560
64,hawaiian paradise park,19.5933,-154.9731,26.05,89,40,2.57,US,1686684560
65,puerto ayora,-0.7393,-90.3518,30.98,93,41,4.47,EC,1686684560
66,port saint john's,-31.6229,29.5448,19.42,46,65,4.84,ZA,1686684560
67,constantia,44.1833,28.65,19.38,80,19,5.47,RO,1686684560
68,west island,-12.1568,96.8225,26.99,83,75,8.24,CC,1686684560
69,nampula,-15.1165,39.2666,20.97,64,0,3.09,MZ,1686684561
70,aasiaat,68.7098,-52.8699,0.68,83,44,2.61,GL,1686684561
71,dabola,10.75,-11.1167,23.53,90,100,4.08,GN,1686684561
72,olinda,-8.0089,-34.8553,27.85,69,40,6.17,BR,1686684561
73,georgetown,5.4112,100.3354,29.96,84,20,1.54,MY,1686684445
74,avarua,-21.2078,-159.775,24.03,73,100,4.63,CK,1686684561
75,cabinda,-5.55,12.2,25.08,88,75,2.57,AO,1686684562
76,nova vicosa,-17.8919,-39.3719,25.66,73,5,5.09,BR,1686684562
77,chibougamau,49.9168,-74.3659,24.79,41,75,4.12,CA,1686684383
78,port lincoln,-34.7333,135.8667,12.17,77,6,3.54,AU,1686684562
79,college,64.8569,-147.8028,14.7,53,40,1.54,US,1686684297
80,quellon,-43.1167,-73.6167,7.14,87,100,1.03,CL,1686684562
81,new norfolk,-42.7826,147.0587,5.51,89,39,1.24,AU,1686684562
82,puerto natales,-51.7236,-72.4875,6.25,70,75,1.03,CL,1686684562
83,whistler,50.1164,-122.9695,17.57,59,100,2.57,CA,1686684544
84,chalmette,29.9427,-89.9634,34.99,61,40,5.66,US,1686684563
85,new plymouth,-39.0667,174.0833,10.45,89,41,2.48,NZ,1686684477
86,east london,-33.0153,27.9116,20.82,43,100,5.71,ZA,1686684563
87,la junta,37.985,-103.5438,22.16,46,20,3.6,US,1686684334
88,sicuani,-14.2694,-71.2261,14.73,39,16,3.89,PE,1686684563
89,rakops,-21.0167,24.3333,14.12,27,0,3.18,BW,1686684563
90,thompson,55.7435,-97.8558,9.09,61,75,3.09,CA,1686684564
91,kirensk,57.7853,108.1119,8.21,67,100,1.8,RU,1686684564
92,sihanoukville,10.6093,103.5296,25.97,100,40,1.03,KH,1686684564
93,sorong,-0.8833,131.25,25.66,88,100,3.88,ID,1686684564
94,cabo san lucas,22.8909,-109.9124,33.67,51,0,4.63,MX,1686684564
95,mwinilunga,-11.7358,24.4293,16.67,43,18,0.97,ZM,1686684564
96,okhotsk,59.3833,143.3,6.59,87,76,0.14,RU,1686684564
97,neyshabur,36.2133,58.7958,27.23,18,5,1.66,IR,1686684565
98,iskateley,67.6803,53.1512,7.39,68,100,6.08,RU,1686684565
99,bredasdorp,-34.5322,20.0403,15.87,68,100,11.23,ZA,1686684565
100,abepura,-2.6333,140.5833,23.45,88,20,0.0,ID,1686684565
101,gazli,40.1333,63.45,32.26,13,0,3.39,UZ,1686684565
102,punta arenas,-53.15,-70.9167,5.06,75,100,2.57,CL,1686684565
103,namtsy,62.7161,129.6658,3.78,96,100,3.52,RU,1686684565
104,pechora,65.1472,57.2244,12.16,97,100,2.54,RU,1686684566
105,hami,42.8,93.45,29.77,10,31,1.67,CN,1686684566
106,lihue,21.9789,-159.3672,26.58,85,100,8.23,US,1686684566
107,perevolotskiy,51.8763,54.1938,17.31,56,100,7.52,RU,1686684566
108,kalmunai,7.4167,81.8167,27.04,79,100,2.67,LK,1686684566
109,helena valley west central,46.6629,-112.0604,24.29,54,0,1.79,US,1686684566
110,yarmouth,41.7057,-70.2286,25.34,83,75,3.6,US,1686684567
111,zheleznogorsk,52.331,35.3711,14.39,85,100,3.9,RU,1686684567
112,hamilton,39.1834,-84.5333,23.85,55,75,7.72,US,1686684428
113,valparaiso,-33.0393,-71.6273,14.13,67,0,5.66,CL,1686684567
114,anadyr,64.75,177.4833,2.28,93,100,15.0,RU,1686684567
115,sake,-1.5736,29.045,17.15,93,100,0.18,CD,1686684535
116,hithadhoo,-0.6,73.0833,28.49,77,32,3.54,MV,1686684568
117,vuktyl,63.8567,57.3094,13.45,78,100,4.05,RU,1686684568
118,gray,35.4167,-100.802,21.89,69,100,4.01,US,1686684568
119,san andres,12.5847,-81.7006,31.01,79,75,6.17,CO,1686684568
120,mitu,1.1983,-70.1733,28.42,74,87,1.33,CO,1686684568
121,biltine,14.5333,20.9167,27.82,55,100,5.19,TD,1686684568
122,luderitz,-26.6481,15.1594,13.41,77,0,5.33,NA,1686684568
123,fale old settlement,-9.3852,-171.2468,28.31,77,61,5.51,TK,1686684569
124,petropavlovsk-kamchatsky,53.0452,158.6483,9.33,71,0,3.0,RU,1686684569
125,qaqortoq,60.7167,-46.0333,6.24,99,100,1.41,GL,1686684569
126,saint-philippe,-21.3585,55.7679,22.77,76,0,3.56,RE,1686684569
127,jamestown,42.097,-79.2353,18.77,57,100,4.12,US,1686684569
128,huatabampo,26.8333,-109.6333,35.24,19,100,5.86,MX,1686684569
129,puerto armuelles,8.2833,-82.8667,30.99,75,100,2.24,PA,1686684569
130,buala,-8.145,159.5921,26.69,85,32,2.0,SB,1686684318
131,barcelos,41.5388,-8.6151,22.18,79,0,4.36,PT,1686684570
132,mhamid,29.82,-5.72,36.5,10,0,5.03,MA,1686684570
133,flying fish cove,-10.4217,105.6791,25.82,88,100,4.63,CX,1686684570
134,caleta de carquin,-11.0925,-77.6267,22.49,69,18,6.39,PE,1686684570
135,vila franca do campo,37.7167,-25.4333,21.23,80,95,3.66,PT,1686684570
136,urzhar,47.093,81.6294,18.56,42,46,5.1,KZ,1686684570
137,mammoth lakes,37.6485,-118.9721,17.4,45,0,3.6,US,1686684503
138,chita,52.0333,113.55,7.94,81,40,2.0,RU,1686684570
139,isafjordur,66.0755,-23.124,16.02,44,20,4.12,IS,1686684571
140,zapolyarnyy,69.4154,30.8136,7.6,60,66,8.94,RU,1686684571
141,nouadhibou,20.931,-17.0347,23.99,73,1,10.8,MR,1686684571
142,uturoa,-16.7333,-151.4333,27.23,75,32,8.9,PF,1686684571
143,port isabel,26.0734,-97.2086,34.48,65,40,6.17,US,1686684571
144,nova sintra,14.8667,-24.7167,21.5,82,39,5.18,CV,1686684571
145,alice springs,-23.7,133.8833,1.75,80,0,0.0,AU,1686684363
146,arkhangel'sk,64.5401,40.5433,12.23,93,100,2.42,RU,1686684571
147,horishni plavni,49.0097,33.6455,16.97,77,43,3.76,UA,1686684572
148,envira,-7.3,-70.2167,24.88,97,96,2.56,BR,1686684572
149,massawa,15.6097,39.45,34.0,42,10,2.15,ER,1686684572
150,thaon-les-vosges,48.25,6.4167,21.08,52,0,3.49,FR,1686684572
151,berbera,10.4396,45.0143,33.98,52,100,3.89,SO,1686684572
152,itoman,26.1247,127.6694,26.01,96,75,3.6,JP,1686684572
153,slyudyanka,51.6594,103.7061,10.34,91,100,1.76,RU,1686684572
154,magadan,59.5667,150.8,10.85,89,93,1.82,RU,1686684428
155,vanimo,-2.6741,141.3028,24.94,88,100,1.73,PG,1686684573
156,hammerfest,70.6634,23.6821,6.25,81,75,9.77,NO,1686684573
157,hobyo,5.3505,48.5268,26.26,82,100,10.58,SO,1686684573
158,port mathurin,-19.6833,63.4167,24.97,77,29,9.33,MU,1686684573
159,melekeok village,7.4957,134.6367,24.31,94,75,1.54,PW,1686684573
160,ascension,30.2169,-90.9001,35.61,57,40,3.6,US,1686684573
161,el jadid,33.2549,-8.506,21.4,67,7,7.37,MA,1686684573
162,rawson,-43.3002,-65.1023,11.51,28,66,2.9,AR,1686684574
163,coruripe,-10.1256,-36.1756,26.3,78,12,4.25,BR,1686684574
164,chonchi,-42.6128,-73.8092,8.4,82,100,0.45,CL,1686684574
165,gaiman,-43.2897,-65.4929,11.96,24,86,3.5,AR,1686684574
166,kota belud,6.351,116.4305,25.83,82,100,2.0,MY,1686684574
167,lazaro cardenas,17.9583,-102.2,31.27,57,18,4.87,MX,1686684574
168,midvagur,62.0511,-7.1939,12.46,71,0,1.54,FO,1686684574
169,saudarkrokur,65.7461,-19.6394,14.79,52,91,1.09,IS,1686684575
170,ribeira grande,38.5167,-28.7,20.22,94,40,6.26,PT,1686684575
171,kralendijk,12.15,-68.2667,30.99,70,75,9.26,BQ,1686684575
172,rajgarh,28.6333,75.3833,37.49,26,0,7.67,IN,1686684575
173,alofi,-19.0595,-169.9187,19.94,94,100,2.06,NU,1686684575
174,muromtsevo,56.3724,75.2418,6.67,72,6,1.38,RU,1686684575
175,selfoss,63.9331,-20.9971,16.14,67,98,3.55,IS,1686684575
176,ulety,51.3572,112.4849,10.04,92,100,0.73,RU,1686684575
177,afaahiti,-17.75,-149.2833,26.93,79,54,11.04,PF,1686684576
178,papatowai,-46.5619,169.4708,7.26,82,17,1.98,NZ,1686684576
179,carutapera,-1.195,-46.02,28.58,73,15,4.42,BR,1686684576
180,san patricio,28.017,-97.5169,36.2,48,15,7.66,US,1686684576
181,kununurra,-15.7667,128.7333,15.99,88,17,0.0,AU,1686684576
182,falenki,58.3613,51.5946,11.43,81,19,1.99,RU,1686684576
183,glace bay,46.1969,-59.957,22.93,46,100,4.12,CA,1686684436
184,maun,-19.9833,23.4167,8.98,49,0,2.57,BW,1686684577
185,tralee,52.2704,-9.7026,19.86,86,80,1.31,IE,1686684577
186,oromocto,45.8351,-66.4792,27.62,46,75,4.12,CA,1686684577
187,dudinka,69.4058,86.1778,1.46,80,100,4.44,RU,1686684577
188,northam,51.0333,-4.2167,17.03,83,17,2.61,GB,1686684577
189,kristiansund,63.1115,7.732,18.03,77,0,0.51,NO,1686684577
190,margate,51.3813,1.3862,17.15,74,2,4.02,GB,1686684577
191,chipiona,36.7366,-6.437,23.1,73,0,9.26,ES,1686684578
192,dhidhdhoo,6.8833,73.1,28.98,80,100,7.73,MV,1686684512
193,tofol,5.3248,163.0078,28.37,76,100,7.75,FM,1686684578
194,jacksonville,30.3322,-81.6556,35.12,54,75,7.2,US,1686683841
195,nema,57.5067,50.5011,10.88,80,0,1.5,RU,1686684578
196,kone,-21.0595,164.8658,17.59,83,0,1.95,NC,1686684578
197,vikhorevka,56.1201,101.1636,11.77,86,94,1.36,RU,1686684578
198,port alfred,-33.5906,26.891,18.99,54,98,3.58,ZA,1686684579
199,narimanov,46.6927,47.8498,22.95,21,45,3.9,RU,1686684579
200,vilyuchinsk,52.9306,158.4028,10.15,73,33,3.44,RU,1686684579
201,kenai,60.5544,-151.2583,11.05,75,100,8.23,US,1686684579
202,ust-nera,64.5667,143.2,9.19,41,99,2.49,RU,1686684579
203,kingston,17.997,-76.7936,33.47,63,20,10.29,JM,1686684579
204,broome,42.2506,-75.833,23.34,49,75,3.6,US,1686684579
205,ta`u,-14.2336,-169.5144,27.32,77,40,4.77,AS,1686684580
206,ystalyfera,51.7672,-3.7808,23.57,75,1,4.5,GB,1686684580
207,kapuskasing,49.4169,-82.4331,25.05,50,75,3.09,CA,1686684580
208,fortaleza,-3.7227,-38.5247,29.07,74,20,5.14,BR,1686684321
209,altay,47.8667,88.1167,16.8,56,54,2.12,CN,1686684580
210,moanda,-1.5575,13.2178,22.47,93,33,1.06,GA,1686684580
211,ambon,-3.6954,128.1814,26.6,43,40,2.06,ID,1686684580
212,arkalyk,50.2486,66.9114,12.78,59,0,9.02,KZ,1686684581
213,assab,13.0092,42.7394,31.36,74,100,5.97,ER,1686684581
214,barakani,-12.1356,44.4317,24.86,71,29,0.96,KM,1686684581
215,yugo-kamskiy,57.7053,55.5894,13.01,78,0,1.7,RU,1686684581
216,san ignacio,17.1561,-89.0714,38.08,41,20,3.09,BZ,1686684581
217,nemuro,43.3236,145.575,11.65,98,100,4.0,JP,1686684581
218,nantucket,41.2835,-70.0995,21.19,88,0,4.12,US,1686684330
219,guasdualito,7.2424,-70.7324,32.98,66,40,2.57,VE,1686684581
220,chuhar jamali,24.3895,67.9923,29.87,62,100,10.34,PK,1686684582
221,yanchep,-31.55,115.6833,17.01,72,100,4.0,AU,1686684582
222,longyearbyen,78.2186,15.6401,1.91,80,75,7.72,SJ,1686684582
223,bubaque,11.2833,-15.8333,27.9,79,100,5.94,GW,1686684582
224,kankan,10.3854,-9.3057,25.27,84,30,2.63,GN,1686684582
225,vila velha,-20.3297,-40.2925,25.97,83,20,6.17,BR,1686684582
226,ilulissat,69.2167,-51.1,3.01,65,75,3.09,GL,1686684582
227,island harbour,50.724,-1.2758,25.04,51,0,2.24,GB,1686684583
228,medina,24.4686,39.6142,37.24,7,0,5.14,SA,1686684583
229,maitum,6.0392,124.4986,25.01,91,100,1.74,PH,1686684583
230,an nuhud,12.7,28.4333,26.49,59,100,6.47,SD,1686684586
231,namsos,64.4662,11.4957,12.95,71,25,3.09,NO,1686684568
232,howard springs,-12.497,131.047,20.95,79,61,2.29,AU,1686684586
233,sur,22.5667,59.5289,33.52,50,100,2.88,OM,1686684587
234,chapeco,-27.0964,-52.6183,7.86,100,100,3.09,BR,1686684424
235,altai,46.3722,96.2583,10.73,62,17,1.32,MN,1686684587
236,mirnyy,62.5353,113.9611,10.69,34,100,4.02,RU,1686684587
237,deqen,29.9618,90.7188,8.22,95,100,0.26,CN,1686684587
238,hermanus,-34.4187,19.2345,15.16,83,100,14.26,ZA,1686684587
239,hazorasp,41.3194,61.0742,22.91,11,4,4.4,UZ,1686684587
240,recani,31.2846,-4.2688,34.95,13,0,2.51,MA,1686684587
241,acarau,-2.8856,-40.12,28.44,74,39,7.06,BR,1686684588
242,carupano,10.6678,-63.2585,29.86,69,26,6.08,VE,1686684588
243,morehead city,34.7229,-76.726,27.79,75,0,4.63,US,1686684588
244,plaza huincul,-38.926,-69.2086,13.41,24,17,1.34,AR,1686684588
245,gidrotorf,56.4744,43.5414,11.99,78,100,0.33,RU,1686684588
246,ferrandina,40.5012,16.4547,17.81,73,100,1.3,IT,1686684588
247,ulsteinvik,62.3432,5.8487,19.95,76,85,0.45,NO,1686684588
248,vylkove,45.4021,29.586,19.72,76,96,5.08,UA,1686684589
249,inarajan village,13.2736,144.7484,27.54,80,94,6.39,GU,1686684589
250,lagunas,-5.2269,-75.6753,29.07,81,29,1.17,PE,1686684589
251,kirakira,-10.4544,161.9205,25.86,86,12,2.49,SB,1686684589
252,newport,51.5877,-2.9984,27.3,79,7,5.37,GB,1686684589
253,tazovsky,67.4667,78.7,2.52,60,19,2.91,RU,1686684589
254,portland,45.5234,-122.6762,23.31,63,75,2.06,US,1686684370
255,minas de marcona,-15.2119,-75.1103,16.48,67,25,8.53,PE,1686684590
256,rostovka,55.3842,71.8891,7.44,62,0,3.38,RU,1686684590
257,pallisa,1.145,33.7094,19.05,92,100,2.43,UG,1686684590
258,tsiombe,-25.3,45.4833,18.59,67,9,3.18,MG,1686684528
259,natagaima,3.6206,-75.0941,34.77,40,100,2.0,CO,1686684590
260,pasni,25.2631,63.471,30.75,72,100,1.73,PK,1686684590
261,phongsali,21.6833,102.1058,16.74,99,99,0.69,LA,1686684590
262,kolonia,50.9333,6.95,26.13,34,0,2.06,DE,1686684495
263,severobaykal'sk,55.65,109.3167,4.97,91,40,1.93,RU,1686684590
264,oktyabr'skiy,54.4815,53.471,10.1,68,97,2.42,RU,1686684401
265,severo-yeniseyskiy,60.3725,93.0408,3.82,93,99,1.78,RU,1686684591
266,sargatskoye,55.6101,73.4972,7.17,65,10,3.23,RU,1686684591
267,oranjemund,-28.55,16.4333,13.39,79,46,1.73,NA,1686684591
268,gadzhiyevo,69.2551,33.3362,7.13,65,100,9.34,RU,1686684591
269,huarmey,-10.0681,-78.1522,23.86,65,6,6.18,PE,1686684591
270,tidjikja,18.5564,-11.4271,38.34,12,13,3.25,MR,1686684591
271,kuanda,56.3161,116.0806,5.2,77,0,0.47,RU,1686684591
272,happy valley-goose bay,53.3168,-60.3315,16.17,48,75,4.12,CA,1686684492
273,natal,-5.795,-35.2094,29.36,61,20,7.72,BR,1686684592
274,umm kaddadah,13.6017,26.6876,34.07,33,93,6.81,SD,1686684318
275,patrocinio,-18.9439,-46.9925,27.03,32,13,0.91,BR,1686684345
276,christchurch,-43.5333,172.6333,4.97,93,13,0.0,NZ,1686684438
277,pontianak,-0.0333,109.3333,25.99,100,100,0.51,ID,1686684592
278,isabela,6.7085,121.9711,25.64,91,100,1.87,PH,1686684592
279,vadso,70.0744,29.7487,8.49,57,40,8.75,NO,1686684592
280,puerto baquerizo moreno,-0.9,-89.6,27.55,83,75,7.2,EC,1686684593
